,Apartment,Rent,Url
10081,209 East 61st Street TOWNHOUSE,"$35,000",http://streeteasy.com/building/209-east-61-street-manhattan/townhouse?featured=1
10082,20 West 64th Street #22C,"$3,600",http://streeteasy.com/building/one-lincoln-plaza/22c
10083,3025 Grand Concourse #2,"$1,195",http://streeteasy.com/building/3025-grand-concourse-bronx/2
10084,315 East 56th Street #4H,"$3,150",http://streeteasy.com/building/315-east-56-street-new_york/4h
10085,200 North End Avenue #5D,"$4,595",http://streeteasy.com/building/liberty-luxe/5d
10086,6815 76th Street #1,"$1,800",http://streeteasy.com/building/68_15-76-street-queens/1
10087,445 Fifth Avenue #PHB,"$19,500",http://streeteasy.com/building/445-5-avenue-new_york/phb
10088,41-17 Crescent Street #7H,"$2,850",http://streeteasy.com/building/crescent-club/7h
10089,340 East 64th Street #8G,"$7,000",http://streeteasy.com/building/st-tropez/8g
10090,225 East 46th Street #8F,"$2,050",http://streeteasy.com/building/225-east-46-street-new_york/8f
10091,133 Second Avenue #3,"$6,000",http://streeteasy.com/building/theatre-condominium/3
10092,102 West 80th Street #24,"$2,250",http://streeteasy.com/building/102-west-80-street-new_york/24
10093,3725 Blackstone Avenue #5G,"$1,500",http://streeteasy.com/building/3725-blackstone-avenue-bronx/5g
10094,330 West 58th Street #16K,"$4,400",http://streeteasy.com/building/330-west-58-street-new_york/16k?featured=1
10095,312 Eleventh Avenue #4D,"$6,850",http://streeteasy.com/building/ohm-312-11-avenue-new_york/4d?featured=1
10096,690 Fort Washington Avenue #3N,"$3,095",http://streeteasy.com/building/690-ft-washington-avenue-new_york/3n
10097,7 West 82nd Street #4A,"$3,300",http://streeteasy.com/building/7-west-82-street-manhattan/4a
10098,250 Bedford Avenue 129-203,"$3,269",http://streeteasy.com/building/williamsburg-social/129203
10099,267 Pacific Street #608,"$3,622",http://streeteasy.com/building/267-pacific-street-brooklyn/608
10100,250 Bedford Avenue 157-405,"$2,765",http://streeteasy.com/building/williamsburg-social/157405
10101,65 West 106th Street #1B,"$2,495",http://streeteasy.com/building/65-west-106-street-new_york/1b
10102,160-10 89th Avenue #4G,"$1,500",http://streeteasy.com/building/160_10-89-avenue-jamaica/4g
10103,424 Bedford Avenue #19C,"$4,703",http://streeteasy.com/building/424-bedford-avenue-brooklyn/19c
10104,48 Box Street #3,"$4,000",http://streeteasy.com/building/48-box-street-brooklyn/3
10105,1 Irving Place #U19I,"$2,995",http://streeteasy.com/building/zeckendorf-towers/u19i
10106,38 Eldridge Street #16,"$2,100",http://streeteasy.com/building/38-eldridge-street-manhattan/16
10107,532 Laguardia Place #5,"$7,500",http://streeteasy.com/building/532-la-guardia-place-manhattan/5
10108,770 Franklin Avenue #2,"$4,800",http://streeteasy.com/building/770-franklin-avenue-brooklyn/2?featured=1
10109,315 West 33rd Street #17M,"$2,954",http://streeteasy.com/building/the-olivia/17m?featured=1
10110,400 East 71st Street #4L,"$2,975",http://streeteasy.com/building/400-east-71-street-new_york/4l
10111,220 Spencer Street #1,"$2,500",http://streeteasy.com/building/220-spencer-street-brooklyn/1
10112,684 Myrtle Avenue #2D,"$2,200",http://streeteasy.com/building/684-myrtle-avenue-brooklyn/2d
10113,110 Horatio Street #802,"$3,485",http://streeteasy.com/building/110-horatio-street-new_york/802
10114,110 Horatio Street #815,"$3,231",http://streeteasy.com/building/110-horatio-street-new_york/815
10115,110 Horatio Street #812,"$3,277",http://streeteasy.com/building/110-horatio-street-new_york/812
10116,110 Horatio Street #803,"$3,508",http://streeteasy.com/building/110-horatio-street-new_york/803
10117,23 Bleecker Street #2B,"$2,338",http://streeteasy.com/building/23-bleecker-street-brooklyn/2b
10118,135 West 52nd Street #10E,"$6,595",http://streeteasy.com/building/135-west-52-street-new_york/10e
10119,20 Pine Street #1905,"$3,500",http://streeteasy.com/rental/1717780
10120,132 West 74th Street #5A,"$2,695",http://streeteasy.com/building/132-west-74-street-manhattan/5a
10121,605 West 179th Street #4,"$1,995",http://streeteasy.com/building/605-west-179-street-manhattan/4
10122,81 Olive Street #8,"$4,000",http://streeteasy.com/building/73-orient-avenue-brooklyn/8?featured=1
10123,212 West 91st Street #239,"$2,167",http://streeteasy.com/building/greystone-212-west-91st-street-new_york/239?featured=1
10124,605 West 179th Street #4,"$1,995",http://streeteasy.com/building/605-west-179-street-manhattan/4
10125,103 Havemeyer Street #4A,"$2,199",http://streeteasy.com/building/101-havemeyer-street-brooklyn/4a
10126,1513 Teller Avenue #2,"$2,500",http://streeteasy.com/building/1513-teller-avenue-bronx/2
10127,640 West 237th Street #4B,"$5,495",http://streeteasy.com/building/solaria-riverdale/4b
10128,210 East 47th Street #2G,"$2,500",http://streeteasy.com/rental/1717740
10129,428 Prospect Avenue #4F,"$2,250",http://streeteasy.com/building/428-prospect-avenue-brooklyn/4f
10130,530 East 76th Street #28CD,"$10,000",http://streeteasy.com/building/the-promenade/28cd
10131,60 Riverside Boulevard #810,"$5,795",http://streeteasy.com/building/the-aldyn/810
10132,180 Thompson Street #LE,"$2,450",http://streeteasy.com/building/180-thompson-street-manhattan/le
10133,3000 Ocean Parkway #22P,"$2,000",http://streeteasy.com/building/3000-ocean-parkway-brooklyn/22p
10134,3000 Ocean Parkway #15R,"$2,250",http://streeteasy.com/building/3000-ocean-parkway-brooklyn/15r
10135,3000 Ocean Parkway #3S,"$2,025",http://streeteasy.com/building/3000-ocean-parkway-brooklyn/3s
10136,39 East 1st Street #1D,"$3,700",http://streeteasy.com/building/39-east-1-street-manhattan/1d?featured=1
10137,20-72 Steinway Street #2,"$1,800",http://streeteasy.com/building/20_72-steinway-street-queens/2?featured=1
10138,435 Myrtle Avenue #3,"$3,895",http://streeteasy.com/building/435-myrtle-avenue-brooklyn/3
10139,1311 Pacific Street #204,"$2,395",http://streeteasy.com/building/the-pacific-street-lofts/204
10140,565 W 181 #2FE,"$3,500",http://streeteasy.com/rental/1717711
10141,30 Starr Street #2B,"$2,737",http://streeteasy.com/rental/1717707
10142,320 E 42nd Street #1906,"$2,395",http://streeteasy.com/building/woodstock-tower/1906
10143,2 Gold Street #3810,"$3,200",http://streeteasy.com/building/2-gold-street-new_york/3810
10144,25 Broad Street #7A,"$4,480",http://streeteasy.com/building/25-broad-street-at-the-exchange/7a
10145,44-08 47th Avenue #B4,"$2,000",http://streeteasy.com/building/44_08-47-avenue-woodside/b4
10146,47-05 45th Street #C4,"$1,950",http://streeteasy.com/building/47_05-45-street-woodside/c4
10147,47-05 45th Street #F9,"$2,000",http://streeteasy.com/building/47_05-45-street-woodside/f9
10148,44-14 47th Avenue #C4,"$1,950",http://streeteasy.com/building/44_14-47-avenue-woodside/c4
10149,44-14 47th Avenue #B3,"$1,950",http://streeteasy.com/building/44_14-47-avenue-woodside/b3
10150,43 Douglass Street #A,"$9,850",http://streeteasy.com/building/43-douglass-street-brooklyn/a?featured=1
10151,420 West 42nd Street #11G,"$3,046",http://streeteasy.com/building/420-west-42-street-new_york/11g?featured=1
10152,842A Madison Street #4L,"$2,500",http://streeteasy.com/building/842a-madison-street-brooklyn/4l
10153,11 Vestry Street #PH6,"$33,000",http://streeteasy.com/building/11-vestry-street-manhattan/ph6
10154,1609 Ocean Avenue #9A,"$1,550",http://streeteasy.com/building/1609-ocean-avenue-brooklyn/9a
10155,113 Jewel Street #2R,"$2,395",http://streeteasy.com/building/113-jewel-street-brooklyn/2r
10156,283 Devoe Street #3R,"$2,707",http://streeteasy.com/rental/1726857
10157,100 Jefferson Street #1,"$3,749",http://streeteasy.com/building/100-jefferson-street-brooklyn/1
10158,245 E. 40th Street #25B,"$4,510",http://streeteasy.com/building/murray-hill-tower/25b
10159,750 Columbus Avenue #5L,"$5,975",http://streeteasy.com/building/west-96th/05l
10160,43-26 49th Street #C3,"$1,600",http://streeteasy.com/building/43_26-49-street-queens/c3
10161,707 Beverley Rd #1E,"$1,850",http://streeteasy.com/building/707-beverly-road-brooklyn/1e
10162,260 Decatur Street #2,"$2,300",http://streeteasy.com/building/260-decatur-street-brooklyn/2
10163,300 East 23rd Street #5G,"$5,950",http://streeteasy.com/rental/1717675
10164,15 William Street #38E,"$7,400",http://streeteasy.com/building/15-william-street-new_york/38e?featured=1
10165,162 W 54th Street #9C,"$4,995",http://streeteasy.com/building/162-west-54-street-manhattan/9c?featured=1
10166,300 East 23rd Street #5G,"$5,950",http://streeteasy.com/rental/1717675
10167,104 East 4th Street #BE,"$2,500",http://streeteasy.com/building/104-east-4-street-manhattan/be
10168,517 East 77th Street #3G,"$2,200",http://streeteasy.com/building/517-east-77-street-/3g
10169,150 Hicks Street #5B,"$3,400",http://streeteasy.com/building/150-hicks-street-brooklyn/5b
10170,11 Dongan Place #2J,"$1,550",http://streeteasy.com/building/4672-broadway-manhattan/2j
10171,7216 5th Avenue #3,"$2,050",http://streeteasy.com/building/7216-5-avenue-brooklyn/3
10172,101 West 81st Street #617,"$3,900",http://streeteasy.com/building/101-west-81-street-new_york/617
10173,21-45 44th Drive #2F,"$3,850",http://streeteasy.com/building/the-industry/2f
10174,67 Sutton Street #2R,"$3,595",http://streeteasy.com/building/67-sutton-street-brooklyn/2r
10175,146 West 57th Street #38D,"$7,500",http://streeteasy.com/building/metropolitan-tower-condominium/38d
10176,229 E 29th Street #3S,"$2,500",http://streeteasy.com/building/229-east-29-street-new_york/3s
10177,2216 Frederick Douglass Boulevard #2A,"$1,905",http://streeteasy.com/building/2216-8-avenue-new_york/2a
10178,319 Greene Avenue #4B,"$3,850",http://streeteasy.com/building/319-greene-avenue-brooklyn/4b?featured=1
10179,245 East 124th Street #8T,"$3,230",http://streeteasy.com/building/tapestry-245-east-124-street-new_york/8t?featured=1
10180,565 W 181 #1RW,"$2,500",http://streeteasy.com/rental/1717648
10181,309 Gold Street #15E,"$3,925",http://streeteasy.com/building/bklyn-air/15e
10182,340 East 23rd Street #3L,"$3,800",http://streeteasy.com/building/gramercy-starck/3l
10183,15 West 116 #5A,"$2,650",http://streeteasy.com/building/19-west-116-street-manhattan/5a
10184,1004 Montgomery Street #D12,"$1,850",http://streeteasy.com/building/1004-montgomery-street-brooklyn/d12
10185,125 Putnam Avenue #2L,"$3,795",http://streeteasy.com/building/125-putnam-avenue-brooklyn/2l
10186,56 East 87th Street #6C,"$5,400",http://streeteasy.com/rental/1717633
10187,260 Decatur Street #1,"$4,500",http://streeteasy.com/building/260-decatur-street-brooklyn/1
10188,240 East 24th Street #1G,"$2,550",http://streeteasy.com/building/240-east-24-street-new_york/1g
10189,240 East 86th Street #22G,"$4,595",http://streeteasy.com/building/the-ventura/22g
10190,240 East 86th Street #15A,"$4,295",http://streeteasy.com/building/the-ventura/15a
10191,319 East 105th Street #2F,"$2,300",http://streeteasy.com/building/319-east-105-street-new_york/2f
10192,440 East 85th Street #2B,"$2,495",http://streeteasy.com/building/440-east-85-street-new_york/2b?featured=1
10193,20 Park Avenue #6E,"$4,518",http://streeteasy.com/building/20-park-avenue-new_york/6e?featured=1
10194,319 East 105th Street #2F,"$2,300",http://streeteasy.com/building/319-east-105-street-new_york/2f
10195,401 East 89th Street #2E,"$2,800",http://streeteasy.com/building/401-east-89-street-new_york/2e
10196,316 West 81st Street #4,"$2,895",http://streeteasy.com/rental/1717616
10197,9 West 31st Street #15H,"$3,100",http://streeteasy.com/building/tower-31/15h
10198,2500 Johnson Avenue #19T,"$2,100",http://streeteasy.com/building/2500-johnson-avenue-bronx/19t
10199,41-07 Crescent Street #3F,"$2,775",http://streeteasy.com/building/41_07-crescent-street-long_island_city/3f
10200,41-07 Crescent Street #3A,"$2,900",http://streeteasy.com/building/41_07-crescent-street-long_island_city/3a
10201,767 Union Street #7A,"$2,500",http://streeteasy.com/building/767-union-street-brooklyn/7a
10202,693 Union Street #2R,"$2,850",http://streeteasy.com/building/693-union-street-brooklyn/2r
10203,99 Prospect Park West #5A,"$2,700",http://streeteasy.com/building/99-prospect-park-west-brooklyn/5a
10204,898 Union Street #4B,"$2,850",http://streeteasy.com/building/898-union-street-brooklyn/4b
10205,873 Union Street #4,"$2,800",http://streeteasy.com/building/873-union-street-brooklyn/4
10206,144 Waverly Place #1,"$17,500",http://streeteasy.com/building/144-waverly-place-manhattan/1?featured=1
10207,100 W 58th Street #12C,"$6,380",http://streeteasy.com/building/windsor-park/12c?featured=1
10208,67 West 73rd Street #1B,"$2,695",http://streeteasy.com/rental/1717593
10209,539 Monroe Street #2,"$1,950",http://streeteasy.com/building/539-monroe-street-brooklyn/2
10210,107 E 31st Street #3B,"$3,000",http://streeteasy.com/building/the-vetro/3b
10211,323 East 89th Street #5D,"$1,750",http://streeteasy.com/building/323-east-89-street-new_york/5d
10212,323 East 89th Street #5B,"$2,100",http://streeteasy.com/building/323-east-89-street-new_york/5b
10213,18 West 125th Street #1,"$2,844",http://streeteasy.com/building/18-west-125-street-new_york/1
10214,52 Monitor Street #1R,"$3,350",http://streeteasy.com/building/52-monitor-street-brooklyn/1r
10215,511 9th Street #1,"$2,800",http://streeteasy.com/rental/1717576
10216,200 West 102nd Street #5W,"$3,300",http://streeteasy.com/building/856-amsterdam-avenue-manhattan/5w
10217,7101 Colonial Road #R2,"$1,975",http://streeteasy.com/building/7117-colonial-road-brooklyn/r2
10218,170 East 87th Street #E7H,"$3,600",http://streeteasy.com/building/the-gotham/e7h
10219,51 Walker Street #PH9A,"$30,000",http://streeteasy.com/rental/1717559
10220,26-14 Jackson Avenue #8A,"$2,567",http://streeteasy.com/building/26_14-jackson-avenue-long_island_city/8a?featured=1
10221,1311 Herkimer Street #B,"$2,250",http://streeteasy.com/building/1311-herkimer-street-brooklyn/b?featured=1
10222,303 East 8th Street #5F,"$5,200",http://streeteasy.com/building/303-east-8-street-manhattan/5f
10223,315 West 87th Street #2,"$4,650",http://streeteasy.com/building/315-west-87-street-new_york/2
10224,663 Central Avenue #1R,"$2,050",http://streeteasy.com/building/663-central-avenue-brooklyn/1r
10225,246 West 106th Street #5S,"$3,195",http://streeteasy.com/rental/1717550
10226,125 Park Avenue #1A,"$2,900",http://streeteasy.com/building/125-park-avenue-brooklyn/1a
10227,125 Park Avenue #1C,"$4,000",http://streeteasy.com/building/125-park-avenue-brooklyn/1c
10228,540 West 49th Street #403N,"$5,100",http://streeteasy.com/building/540-west/403n
10229,125 Park Avenue #1B,"$2,900",http://streeteasy.com/building/125-park-avenue-brooklyn/1b
10230,1198 Bushwick Avenue #1B,"$1,999",http://streeteasy.com/building/1198-bushwick-avenue-brooklyn/1b
10231,1140 Saint Johns Place #5,"$2,199",http://streeteasy.com/building/1140-st-johns-place-brooklyn/5
10232,225 Rector Place #6A,"$3,850",http://streeteasy.com/building/225-rector-place-new_york/6a
10233,1198 Bushwick Avenue #1A,"$1,999",http://streeteasy.com/building/1198-bushwick-avenue-brooklyn/1a
10234,1215 Broadway #5B,"$2,500",http://streeteasy.com/building/12_15-broadway-astoria/5b?featured=1
10235,12 East 86th Street #824,"$3,800",http://streeteasy.com/building/the-croydon/824?featured=1
10236,41-07 Crescent Street #2B,"$2,695",http://streeteasy.com/building/41_07-crescent-street-long_island_city/2b
10237,165 East 19th Street #5T,"$3,100",http://streeteasy.com/building/165-east-19-street-brooklyn/5t
10238,2109 Broadway #17-85,"$3,495",http://streeteasy.com/building/ansonia-hotel/1785
10239,75 Clinton Street #7K,"$9,995",http://streeteasy.com/building/instrata-brooklyn-heights/7k
10240,150 West 51st Street #1411,"$3,600",http://streeteasy.com/building/150-west-51-street-new_york/1411
10241,305 East 51st Street #3H,"$6,400",http://streeteasy.com/building/halcyon-condominium/3h
10242,505 Court Street #7G,"$3,000",http://streeteasy.com/building/court-street-lofts/7g
10243,107 Ellwood #J,"$1,625",http://streeteasy.com/building/1-sherman-avenue-new_york/j
10244,343 4th Avenue #3L,"$2,100",http://streeteasy.com/building/novo-condominium/3l
10245,21 East 61st Street #4F,"$14,500",http://streeteasy.com/building/carlton-house/4f
10246,509 West 110th Street #11R,"$2,200",http://streeteasy.com/building/509-cathedral-parkway-new_york/11r
10247,644 Driggs Avenue #4,"$2,599",http://streeteasy.com/building/644-driggs-avenue-brooklyn/4
10248,240 Central Park South #8E,"$2,900",http://streeteasy.com/building/240-central-park-south-new_york/8e?featured=1
10249,254 E 3rd Street #15,"$3,075",http://streeteasy.com/building/31-avenue-c-manhattan/15?featured=1
10250,33 Caton Place #1J,"$1,925",http://streeteasy.com/building/kestrel-33-caton-place-brooklyn/1j
10251,310 East 23rd Street #11FG,"$6,500",http://streeteasy.com/building/310-east-23-street-new_york/11fg
10252,322 West 57th Street #55B,"$9,500",http://streeteasy.com/building/the-sheffield/55b
10253,2500 Johnson Avenue #10A,"$1,595",http://streeteasy.com/rental/1717501
10254,2500 Johnson Avenue #8L,"$2,650",http://streeteasy.com/rental/1717500
10255,209 West 104th Street #5A,"$3,300",http://streeteasy.com/building/209-west-104-street-new_york/5a
10256,509 West 110th Street #5P,"$2,795",http://streeteasy.com/building/509-cathedral-parkway-new_york/5p
10257,1582 Union Street #3,"$2,800",http://streeteasy.com/building/1582-union-street-brooklyn/3
10258,159 Bay 29th Street #8A,"$1,495",http://streeteasy.com/building/159-bay-29-street-brooklyn/8a
10259,515 West 111th Street #3H,"$2,300",http://streeteasy.com/building/515-west-111-street-new_york/3h
10260,145 West 58th Street #11B,"$3,350",http://streeteasy.com/building/the-meurice/11b
10261,60 East 12th Street #6B,"$4,650",http://streeteasy.com/building/60-east-12th-street-new_york/6b
10262,395 Leonard Street #601,"$3,885",http://streeteasy.com/rental/1717378?featured=1
10263,170 West 83rd Street #5E,"$6,500",http://streeteasy.com/building/477-amsterdam-avenue-manhattan/5e?featured=1
10264,145 West 58th Street #11B,"$3,350",http://streeteasy.com/building/the-meurice/11b
10265,60 East 12th Street #6B,"$4,650",http://streeteasy.com/building/60-east-12th-street-new_york/6b
10266,201 West 106th Street #11,"$3,150",http://streeteasy.com/building/936-amsterdam-avenue-manhattan/11
10267,50 West 77th Street #8G,"$3,260",http://streeteasy.com/building/parc-77/08g
10268,10 Hanover Square #10F,"$4,287",http://streeteasy.com/building/10-hanover-square-new_york/10f
10269,180 West Houston #8G,"$4,400",http://streeteasy.com/building/180-west-houston-street-new_york/8g
10270,332 Bedford Avenue #4,"$3,800",http://streeteasy.com/building/332-bedford-avenue-brooklyn/4
10271,130 Water Street #11F,"$3,150",http://streeteasy.com/rental/1717476
10272,246 Henry Street #3,"$3,750",http://streeteasy.com/building/246-henry-street-brooklyn/3
10273,41-07 Crescent Street #2G,"$2,700",http://streeteasy.com/building/41_07-crescent-street-long_island_city/2g
10274,41-07 Crescent Street #2C,"$2,175",http://streeteasy.com/building/41_07-crescent-street-long_island_city/2c
10275,41-07 Crescent Street #4E,"$3,450",http://streeteasy.com/building/41_07-crescent-street-long_island_city/4e
10276,99 Battery Place #16D,"$13,750",http://streeteasy.com/building/liberty-view/16d?featured=1
10277,15 Clifford Place #2R,"$2,350",http://streeteasy.com/building/15-clifford-place-brooklyn/2r?featured=1
10278,310 East 83rd Street #4C,"$2,625",http://streeteasy.com/building/310-east-83-street-new_york/4c
10279,180 West Houston #14B,"$4,600",http://streeteasy.com/building/180-west-houston-street-new_york/14b
10280,593 President Street #1L,"$3,495",http://streeteasy.com/building/593-president-street-brooklyn/1l
10281,60 E 8th Street #23N,"$6,000",http://streeteasy.com/building/georgetown-plaza/23n
10282,410 West 51st #302,"$2,200",http://streeteasy.com/building/410-west-51-street-manhattan/302
10283,3111 Ocean Pkwy #4,"$3,000",http://streeteasy.com/building/3117-ocean-parkway-brooklyn/4
10284,698 West End Avenue #7D,"$3,250",http://streeteasy.com/building/698-west-end-avenue-new_york/7d
10285,306 West 48th Street #9A,"$4,595",http://streeteasy.com/building/icon-306-west-48-street-new_york/9a
10286,337 East 82nd Street #2,"$5,000",http://streeteasy.com/building/337-east-82-street-manhattan/2
10287,765 Coney Island Avenue #3,"$2,250",http://streeteasy.com/building/765-coney-island-avenue-brooklyn/3
10288,765 Coney Island Avenue #1,"$1,650",http://streeteasy.com/building/765-coney-island-avenue-brooklyn/1
10289,612 Metropolitan Avenue #3A,"$3,600",http://streeteasy.com/building/612-metropolitan-avenue-brooklyn/3a
10290,843 Prospect Place #TH,"$9,990",http://streeteasy.com/building/843-prospect-place-brooklyn/th?featured=1
10291,450 West 17th Street #1115,"$5,195",http://streeteasy.com/building/the-caledonia/1115?featured=1
10292,612 Metropolitan Avenue #3A,"$3,600",http://streeteasy.com/building/612-metropolitan-avenue-brooklyn/3a
10293,67 Liberty Street #7,"$4,000",http://streeteasy.com/building/67-liberty-street-new_york/7
10294,10 Hanover Square #15R,"$2,840",http://streeteasy.com/building/10-hanover-square-new_york/15r
10295,744 Myrtle Avenue #2A,"$1,550",http://streeteasy.com/building/744-myrtle-avenue-brooklyn/2a
10296,266 Irving Avenue #2R,"$2,200",http://streeteasy.com/rental/1717422
10297,225 East 85th Street #1103,"$2,885",http://streeteasy.com/building/225-east-85-street-new_york/1103
10298,353 East 78th Street #14D,"$2,400",http://streeteasy.com/building/353-east-78-street-new_york/14d
10299,205 N 9th Street #3T,"$3,299",http://streeteasy.com/rental/1717391
10300,837 53rd Street #2,"$2,900",http://streeteasy.com/building/837-53-street-brooklyn/2
10301,1136 Bergen Street #2,"$2,200",http://streeteasy.com/building/1136-bergen-street-brooklyn/2
10302,395 Leonard Street #601,"$3,885",http://streeteasy.com/rental/1717378
10303,120-08 97th Avenue #D,"$1,450",http://streeteasy.com/building/120_08-97-avenue-queens/d
10304,382 Macon Street #2,"$2,100",http://streeteasy.com/building/382-macon-street-brooklyn/2?featured=1
10305,210 East 35th Street #6B,"$3,700",http://streeteasy.com/building/210-east-35-street-manhattan/6b?featured=1
10306,275 West 96th Street #32C,"$3,350",http://streeteasy.com/building/the-columbia/32c
10307,29 West 138th Street #1H,"$2,900",http://streeteasy.com/building/beacon-towers/1h
10308,143 East 30th Street #305,"$1,850",http://streeteasy.com/building/143-east-30-street-new_york/305
10309,143 East 30th Street #406,"$1,900",http://streeteasy.com/building/143-east-30-street-new_york/406
10310,2484 7th Avenue #1,"$1,900",http://streeteasy.com/rental/1717352
10311,146 West 111st Street #5C,"$2,100",http://streeteasy.com/building/146-west-111-street-new_york/5c
10312,35 Henry #2C,"$2,750",http://streeteasy.com/building/35-henry-street-manhattan/2c
10313,50 Riverside Boulevard #15H,"$8,500",http://streeteasy.com/building/one-riverside-park/15h
10314,160 Central Park South #1132,"$11,000",http://streeteasy.com/building/jw-marriott-essex-house/1132
10315,48 West 56th #4D,"$2,995",http://streeteasy.com/building/48-west-56-street-manhattan/4d
10316,1136 Bergen Street #1,"$4,400",http://streeteasy.com/building/1136-bergen-street-brooklyn/1
10317,784 Columbus Avenue #7D,"$3,424",http://streeteasy.com/building/784-columbus-avenue-new_york/7d
10318,429 E 52nd Street #9G,"$4,300",http://streeteasy.com/building/river-court/9g?featured=1
10319,61 Cooper Street #3B,"$2,000",http://streeteasy.com/building/61-cooper-street-manhattan/3b?featured=1
10320,210 E 58 #10J,"$2,800",http://streeteasy.com/building/210-east-58-street-manhattan/10j
10321,235 E 80 #5E,"$2,000",http://streeteasy.com/building/235-east-80-street-manhattan/5e
10322,175 Concord Street #3,"$2,000",http://streeteasy.com/rental/1717336
10323,27-16 Hoyt Avenue S #4A,"$3,400",http://streeteasy.com/building/27_16-hoyt-avenue-south-queens/4a
10324,401 East 34th Street #S20C,"$6,601",http://streeteasy.com/building/view-34/s20c
10325,98 Rivington Street #2F,"$3,937",http://streeteasy.com/building/98-rivington-street-new_york/2f
10326,100 Jay Street #12D,"$2,750",http://streeteasy.com/building/j-condominium/12d
10327,114 Liberty Street #PH,"$29,500",http://streeteasy.com/building/114-liberty-street-new_york/ph
10328,78 Clinton Avenue #1A,"$4,250",http://streeteasy.com/building/78-clinton-avenue-brooklyn/1a
10329,89 Hicks Street #5B,"$2,700",http://streeteasy.com/building/89-hicks-street-brooklyn/5b
10330,148 West 127th Street #1,"$3,195",http://streeteasy.com/rental/1717309
10331,209 West 107th Street #1W,"$3,500",http://streeteasy.com/building/209-west-107-street-manhattan/1w
10332,666 Greenwich Street #320,"$5,815",http://streeteasy.com/building/the-archive/320?featured=1
10333,201 East 86th Street #19F,"$12,600",http://streeteasy.com/building/the-colorado/19f?featured=1
10334,103 Avenue a #2C,"$3,250",http://streeteasy.com/building/103-avenue-a-manhattan/2c
10335,5 Tudor City Place #222,"$1,900",http://streeteasy.com/building/5-tudor-city-place-new_york/222
10336,219 13th Street #1,"$2,613",http://streeteasy.com/building/219-13-street-brooklyn/1
10337,550 West 146th Street #3,"$2,200",http://streeteasy.com/building/550-west-146-street-manhattan/3
10338,460 West 20th Street #7L,"$2,975",http://streeteasy.com/rental/1717127
10339,179 Sullivan Street #4,"$7,500",http://streeteasy.com/building/179-sullivan-street-new_york/4
10340,350 E 54th Street #5L,"$2,250",http://streeteasy.com/building/350-east-54-street-new_york/5l
10341,488 7th Avenue #5B,"$2,900",http://streeteasy.com/building/488-7-avenue-new_york/5b
10342,60 W 57th Street #9F,"$3,500",http://streeteasy.com/rental/1717116
10343,220 Park Avenue S #2C,"$2,900",http://streeteasy.com/building/220-park-avenue-south-new_york/2c
10344,102 Dekalb Avenue #4,"$2,095",http://streeteasy.com/building/102-de-kalb-avenue-brooklyn/4
10345,312 East 80th Street #1W,"$2,550",http://streeteasy.com/building/312-east-80-street-manhattan/1w
10346,325 Fifth Avenue #40D,"$7,500",http://streeteasy.com/building/325-5-avenue-new_york/40d?featured=1
10347,35-63 78th Street #5,"$1,875",http://streeteasy.com/building/78_01-37-avenue-queens/5?featured=1
10348,303 East 89th #4A,"$1,775",http://streeteasy.com/building/303-east-89-street-manhattan/4a
10349,395 Leonard Street #601,"$3,885",http://streeteasy.com/rental/1717097
10350,410 Eastern Parkway #5B,"$2,495",http://streeteasy.com/building/410-eastern-parkway-brooklyn/5b
10351,27-04 12th Street #1,"$2,995",http://streeteasy.com/building/27_04-12-street-astoria/1
10352,27-04 12th Street #2,"$2,850",http://streeteasy.com/building/27_04-12-street-astoria/2
10353,266 Irving Avenue #2R,"$2,198",http://streeteasy.com/rental/1717088
10354,50 East 72nd Street #5B,"$11,900",http://streeteasy.com/rental/1717082
10355,557 Seneca Avenue #2L,"$2,100",http://streeteasy.com/building/557-seneca-avenue-queens/2l
10356,393 West End Avenue #7A,"$5,885",http://streeteasy.com/building/393-west-end-avenue-new_york/7a
10357,20 Exchange Place #608,"$2,515",http://streeteasy.com/building/twenty-exchange/608
10358,236 East 47th Street #28A,"$2,995",http://streeteasy.com/building/the-club-at-turtle-bay/28a
10359,2484 7th Avenue #3,"$2,500",http://streeteasy.com/rental/1717061
10360,267 6th Street #11G,"$4,170",http://streeteasy.com/building/landmark-park-slope/11g?featured=1
10361,369 West 51st Street #3B,"$2,350",http://streeteasy.com/building/762-9-avenue-manhattan/3b?featured=1
10362,236 East 47th Street #28A,"$2,995",http://streeteasy.com/building/the-club-at-turtle-bay/28a
10363,2484 7th Avenue #3,"$2,500",http://streeteasy.com/rental/1717061
10364,501 Surf Avenue #2F,"$2,600",http://streeteasy.com/building/brightwater-towers/2f
10365,700 President Street #TOP,"$2,800",http://streeteasy.com/building/700-president-street-brooklyn/top
10366,314 23rd Street #2D,"$2,300",http://streeteasy.com/building/314-23-street-brooklyn/2d
10367,400 E 70th Street #2702,"$9,595",http://streeteasy.com/rental/1717041
10368,250 Moore Street #306,"$3,000",http://streeteasy.com/building/250-moore-street-brooklyn/306
10369,77-02 34th Avenue #B44,"$2,300",http://streeteasy.com/building/77_10-34-avenue-queens/b44
10370,3405 Kings Highway #3E,"$1,950",http://streeteasy.com/building/3405-kings-highway-brooklyn/3e
10371,55 West 26th Street #16A,"$3,616",http://streeteasy.com/building/the-capitol-at-chelsea/16a
