Rk,Date,DOW,nMonth,Month,Year,Game#,Game_ID,Tm,Opp,Rslt,Attendance,Temp,Sky,DayNight,Opening_Day
126,6/28/14,Saturday,6,June,2014,1,37,New York Yankees,Boston Red Sox,L 1-2,48433,79,Cloudy,Night,NO
125,6/29/14,Sunday,6,June,2014,1,38,New York Yankees,Boston Red Sox,L 5-8,48124,75,Clear,Night,NO
124,6/30/14,Monday,6,June,2014,1,39,New York Yankees,Tampa Bay Rays,L 3-4,36052,78,Clear,Night,NO
123,7/1/14,Tuesday,7,July,2014,1,40,New York Yankees,Tampa Bay Rays,L 1-2,35866,85,Cloudy,Night,NO
122,7/2/14,Wednesday,7,July,2014,1,41,New York Yankees,Tampa Bay Rays,L 3-6,42343,89,Clear,Day,NO
121,7/18/14,Friday,7,July,2014,1,42,New York Yankees,Cincinnati Reds,W 4-3,47372,80,Cloudy,Night,NO
120,7/19/14,Saturday,7,July,2014,1,43,New York Yankees,Cincinnati Reds,W 7-1,47606,77,Clear,Day,NO
119,7/20/14,Sunday,7,July,2014,1,44,New York Yankees,Cincinnati Reds,W 3-2,43115,77,Cloudy,Day,NO
118,7/21/14,Monday,7,July,2014,1,45,New York Yankees,Texas Rangers,L 2-4,45278,79,Cloudy,Night,NO
117,7/22/14,Tuesday,7,July,2014,1,46,New York Yankees,Texas Rangers,W 2-1,37669,83,Cloudy,Night,NO
116,7/23/14,Wednesday,7,July,2014,1,47,New York Yankees,Texas Rangers,W 2-1,37585,82,Cloudy,Night,NO
115,7/24/14,Thursday,7,July,2014,1,48,New York Yankees,Texas Rangers,W 4-2,45105,78,Clear,Day,NO
114,7/25/14,Friday,7,July,2014,1,49,New York Yankees,Toronto Blue Jays,W 6-4,44237,80,Clear,Night,NO
113,7/26/14,Saturday,7,July,2014,1,50,New York Yankees,Toronto Blue Jays,L 4-6,46166,78,Clear,Day,NO
112,7/27/14,Sunday,7,July,2014,1,51,New York Yankees,Toronto Blue Jays,L 4-5,45063,84,Cloudy,Day,NO
111,8/4/14,Monday,8,August,2014,1,52,New York Yankees,Detroit Tigers,W 2-1,41603,80,Cloudy,Night,NO
110,8/5/14,Tuesday,8,August,2014,1,53,New York Yankees,Detroit Tigers,L 3-4,40078,80,Clear,Night,NO
109,8/6/14,Wednesday,8,August,2014,1,54,New York Yankees,Detroit Tigers,W 5-1,40067,81,Cloudy,Night,NO
108,8/7/14,Thursday,8,August,2014,1,55,New York Yankees,Detroit Tigers,W 1-0,47013,81,Cloudy,Day,NO
107,8/8/14,Friday,8,August,2014,1,56,New York Yankees,Cleveland Indians,W 10-6,43972,80,Clear,Night,NO
106,8/9/14,Saturday,8,August,2014,1,57,New York Yankees,Cleveland Indians,L 0-3,47376,83,Cloudy,Day,NO
105,8/10/14,Sunday,8,August,2014,1,58,New York Yankees,Cleveland Indians,L 1-4,46152,83,Cloudy,Day,NO
104,8/19/14,Tuesday,8,August,2014,1,59,New York Yankees,Houston Astros,L 4-7,40015,75,Clear,Night,NO
103,8/20/14,Wednesday,8,August,2014,1,60,New York Yankees,Houston Astros,L 2-5,42102,77,Clear,Night,NO
102,8/21/14,Thursday,8,August,2014,1,61,New York Yankees,Houston Astros,W 3-0,41767,83,Cloudy,Day,NO
101,8/22/14,Friday,8,August,2014,1,62,New York Yankees,Chicago White Sox,W 4-3,43811,69,Cloudy,Night,NO
100,8/23/14,Saturday,8,August,2014,1,63,New York Yankees,Chicago White Sox,W 5-3,47594,72,Clear,Day,NO
99,8/24/14,Sunday,8,August,2014,1,64,New York Yankees,Chicago White Sox,W 7-4,43366,78,Clear,Day,NO
98,9/2/14,Tuesday,9,September,2014,1,65,New York Yankees,Boston Red Sox,L 4-9,40334,89,Cloudy,Night,NO
97,9/3/14,Wednesday,9,September,2014,1,66,New York Yankees,Boston Red Sox,W 5-1,40007,82,Cloudy,Night,NO
96,9/4/14,Thursday,9,September,2014,1,67,New York Yankees,Boston Red Sox,W 5-4,44708,80,Cloudy,Night,NO
95,9/5/14,Friday,9,September,2014,1,68,New York Yankees,Kansas City Royals,L 0-1,36284,82,Cloudy,Night,NO
94,9/6/14,Saturday,9,September,2014,1,69,New York Yankees,Kansas City Royals,W 6-2,45262,89,Clear,Day,NO
93,9/7/14,Sunday,9,September,2014,1,70,New York Yankees,Kansas City Royals,L 0-2,48110,77,Cloudy,Day,NO
92,9/9/14,Tuesday,9,September,2014,1,71,New York Yankees,Tampa Bay Rays,L 3-4,31188,70,Rain,Night,NO
91,9/10/14,Wednesday,9,September,2014,1,72,New York Yankees,Tampa Bay Rays,W 8-5,31591,72,Cloudy,Night,NO
90,9/11/14,Thursday,9,September,2014,1,73,New York Yankees,Tampa Bay Rays,W 5-4,32627,82,Rain,Night,NO
89,9/18/14,Thursday,9,September,2014,1,74,New York Yankees,Toronto Blue Jays,W 3-2,34279,73,Cloudy,Night,NO
88,9/19/14,Friday,9,September,2014,1,75,New York Yankees,Toronto Blue Jays,W 5-3,40059,63,Rain,Night,NO
87,9/20/14,Saturday,9,September,2014,1,76,New York Yankees,Toronto Blue Jays,L 3-6,47292,70,Cloudy,Day,NO
86,9/21/14,Sunday,9,September,2014,1,77,New York Yankees,Toronto Blue Jays,W 5-2,48144,72,Cloudy,Day,NO
85,9/22/14,Monday,9,September,2014,1,78,New York Yankees,Baltimore Orioles,W 5-0,35614,62,Cloudy,Night,NO
84,9/23/14,Tuesday,9,September,2014,1,79,New York Yankees,Baltimore Orioles,L 4-5,43201,68,Cloudy,Night,NO
83,9/24/14,Wednesday,9,September,2014,1,80,New York Yankees,Baltimore Orioles,L 5-9,46056,69,Clear,Day,NO
82,9/25/14,Thursday,9,September,2014,1,81,New York Yankees,Baltimore Orioles,W 6-5,48613,61,Cloudy,Night,NO
81,4/6/15,Monday,4,April,2015,1,1,New York Yankees,Toronto Blue Jays,L 1-6,48469,54,Cloudy,Day,YES
80,4/8/15,Wednesday,4,April,2015,1,2,New York Yankees,Toronto Blue Jays,W 4-3,31020,44,Cloudy,Night,NO
79,4/9/15,Thursday,4,April,2015,1,3,New York Yankees,Toronto Blue Jays,L 3-6,32152,42,Cloudy,Night,NO
78,4/10/15,Friday,4,April,2015,1,4,New York Yankees,Boston Red Sox,L 5-6,41292,55,Cloudy,Night,NO
77,4/11/15,Saturday,4,April,2015,1,5,New York Yankees,Boston Red Sox,L 4-8,46678,55,Cloudy,Day,NO
76,4/12/15,Sunday,4,April,2015,1,6,New York Yankees,Boston Red Sox,W 14-4,43019,54,Cloudy,Night,NO
75,4/24/15,Friday,4,April,2015,1,7,New York Yankees,New York Mets,W 6-1,45310,46,Cloudy,Night,NO
74,4/25/15,Saturday,4,April,2015,1,8,New York Yankees,New York Mets,L 2-8,47909,57,Clear,Day,NO
73,4/26/15,Sunday,4,April,2015,1,9,New York Yankees,New York Mets,W 6-4,47510,56,Cloudy,Night,NO
72,4/27/15,Monday,4,April,2015,1,10,New York Yankees,Tampa Bay Rays,W 4-1,34590,58,Cloudy,Night,NO
71,4/28/15,Tuesday,4,April,2015,1,11,New York Yankees,Tampa Bay Rays,W 4-2,36934,66,Cloudy,Night,NO
70,4/29/15,Wednesday,4,April,2015,1,12,New York Yankees,Tampa Bay Rays,L 2-3,30055,70,Clear,Day,NO
69,5/7/15,Thursday,5,May,2015,1,13,New York Yankees,Baltimore Orioles,W 4-3,39816,70,Cloudy,Night,NO
68,5/8/15,Friday,5,May,2015,1,14,New York Yankees,Baltimore Orioles,W 5-4,38731,73,Cloudy,Night,NO
67,5/9/15,Saturday,5,May,2015,1,15,New York Yankees,Baltimore Orioles,L 2-6,41280,59,Cloudy,Day,NO
66,5/10/15,Sunday,5,May,2015,1,16,New York Yankees,Baltimore Orioles,W 6-2,39059,78,Cloudy,Day,NO
65,5/22/15,Friday,5,May,2015,1,17,New York Yankees,Texas Rangers,L 9-10,40008,70,Cloudy,Night,NO
64,5/23/15,Saturday,5,May,2015,1,18,New York Yankees,Texas Rangers,L 4-15,42067,60,Clear,Day,NO
63,5/24/15,Sunday,5,May,2015,1,19,New York Yankees,Texas Rangers,L 2-5,45681,69,Cloudy,Night,NO
62,5/25/15,Monday,5,May,2015,1,20,New York Yankees,Kansas City Royals,W 14-1,36031,82,Clear,Day,NO
61,5/26/15,Tuesday,5,May,2015,1,21,New York Yankees,Kansas City Royals,W 5-1,33414,77,Cloudy,Night,NO
60,5/27/15,Wednesday,5,May,2015,1,22,New York Yankees,Kansas City Royals,W 4-2,32734,77,Cloudy,Day,NO
59,6/5/15,Friday,6,June,2015,1,23,New York Yankees,Los Angeles Angels,W 8-7,40310,66,Cloudy,Night,NO
58,6/6/15,Saturday,6,June,2015,1,24,New York Yankees,Los Angeles Angels,W 8-2,40096,72,Cloudy,Night,NO
57,6/7/15,Sunday,6,June,2015,1,25,New York Yankees,Los Angeles Angels,W 6-2,43178,74,Clear,Day,NO
56,6/9/15,Tuesday,6,June,2015,1,26,New York Yankees,Washington Nationals,W 6-1,36613,83,Cloudy,Night,NO
55,6/10/15,Wednesday,6,June,2015,1,27,New York Yankees,Washington Nationals,L 4-5,39847,81,Cloudy,Day,NO
54,6/17/15,Wednesday,6,June,2015,1,28,New York Yankees,Miami Marlins,W 2-1,43048,70,Cloudy,Night,NO
53,6/18/15,Thursday,6,June,2015,1,29,New York Yankees,Miami Marlins,W 9-4,38239,67,Cloudy,Night,NO
52,6/19/15,Friday,6,June,2015,1,30,New York Yankees,Detroit Tigers,W 7-2,44588,81,Cloudy,Night,NO
51,6/20/15,Saturday,6,June,2015,1,31,New York Yankees,Detroit Tigers,W 14-3,48092,67,Cloudy,Night,NO
50,6/21/15,Sunday,6,June,2015,1,32,New York Yankees,Detroit Tigers,L 4-12,38691,81,Cloudy,Day,NO
49,6/22/15,Monday,6,June,2015,1,33,New York Yankees,Philadelphia Phillies,L 8-11,36883,86,Cloudy,Night,NO
48,6/23/15,Tuesday,6,June,2015,1,34,New York Yankees,Philadelphia Phillies,L 6-11,36198,81,Cloudy,Night,NO
47,6/24/15,Wednesday,6,June,2015,1,35,New York Yankees,Philadelphia Phillies,W 10-2,45877,80,Clear,Day,NO
46,7/3/15,Friday,7,July,2015,1,36,New York Yankees,Tampa Bay Rays,W 7-5,43141,77,Cloudy,Night,NO
45,7/4/15,Saturday,7,July,2015,1,37,New York Yankees,Tampa Bay Rays,W 3-2,35508,72,Cloudy,Day,NO
44,7/5/15,Sunday,7,July,2015,1,38,New York Yankees,Tampa Bay Rays,L 1-8,35050,81,Clear,Day,NO
43,7/7/15,Tuesday,7,July,2015,1,39,New York Yankees,Oakland Athletics,L 3-4,32337,84,Cloudy,Night,NO
42,7/8/15,Wednesday,7,July,2015,1,40,New York Yankees,Oakland Athletics,W 5-4,41626,80,Cloudy,Night,NO
41,7/9/15,Thursday,7,July,2015,1,41,New York Yankees,Oakland Athletics,W 6-2,40084,70,Cloudy,Day,NO
40,7/17/15,Friday,7,July,2015,1,42,New York Yankees,Seattle Mariners,W 4-3,47086,76,Clear,Night,NO
39,7/18/15,Saturday,7,July,2015,1,43,New York Yankees,Seattle Mariners,L 3-4,46119,78,Cloudy,Day,NO
38,7/19/15,Sunday,7,July,2015,1,44,New York Yankees,Seattle Mariners,W 2-1,42926,92,Clear,Day,NO
37,7/21/15,Tuesday,7,July,2015,1,45,New York Yankees,Baltimore Orioles,W 3-2,37993,85,Cloudy,Night,NO
36,7/22/15,Wednesday,7,July,2015,1,46,New York Yankees,Baltimore Orioles,W 4-3,43887,79,Cloudy,Night,NO
35,7/23/15,Thursday,7,July,2015,1,47,New York Yankees,Baltimore Orioles,W 9-3,46875,81,Clear,Day,NO
34,8/4/15,Tuesday,8,August,2015,1,48,New York Yankees,Boston Red Sox,W 13-3,48522,87,Cloudy,Night,NO
33,8/5/15,Wednesday,8,August,2015,1,49,New York Yankees,Boston Red Sox,L 1-2,47489,82,Cloudy,Night,NO
32,8/6/15,Thursday,8,August,2015,1,50,New York Yankees,Boston Red Sox,W 2-1,48608,79,Cloudy,Night,NO
31,8/7/15,Friday,8,August,2015,1,51,New York Yankees,Toronto Blue Jays,L 1-2,42839,81,Cloudy,Night,NO
30,8/8/15,Saturday,8,August,2015,1,52,New York Yankees,Toronto Blue Jays,L 0-6,45255,79,Cloudy,Day,NO
29,8/9/15,Sunday,8,August,2015,1,53,New York Yankees,Toronto Blue Jays,L 0-2,42034,82,Cloudy,Day,NO
28,8/17/15,Monday,8,August,2015,1,54,New York Yankees,Minnesota Twins,W 8-7,38493,86,Cloudy,Night,NO
27,8/18/15,Tuesday,8,August,2015,1,55,New York Yankees,Minnesota Twins,W 8-4,38007,82,Cloudy,Night,NO
26,8/19/15,Wednesday,8,August,2015,1,56,New York Yankees,Minnesota Twins,W 4-3,38086,85,Cloudy,Day,NO
25,8/20/15,Thursday,8,August,2015,1,57,New York Yankees,Cleveland Indians,L 2-3,36129,79,Cloudy,Night,NO
24,8/21/15,Friday,8,August,2015,1,58,New York Yankees,Cleveland Indians,L 3-7,35940,83,Cloudy,Night,NO
23,8/22/15,Saturday,8,August,2015,1,59,New York Yankees,Cleveland Indians,W 6-2,47031,80,Clear,Day,NO
22,8/23/15,Sunday,8,August,2015,1,60,New York Yankees,Cleveland Indians,L 3-4,46945,80,Cloudy,Day,NO
21,8/24/15,Monday,8,August,2015,1,61,New York Yankees,Houston Astros,W 1-0,37125,81,Rain,Night,NO
20,8/25/15,Tuesday,8,August,2015,1,62,New York Yankees,Houston Astros,L 1-15,38015,85,Cloudy,Night,NO
19,8/26/15,Wednesday,8,August,2015,1,63,New York Yankees,Houston Astros,L 2-6,37259,80,Clear,Day,NO
18,9/4/15,Friday,9,September,2015,1,64,New York Yankees,Tampa Bay Rays,W 5-2,32530,82,Cloudy,Night,NO
17,9/5/15,Saturday,9,September,2015,1,65,New York Yankees,Tampa Bay Rays,L 2-3,35030,77,Clear,Day,NO
16,9/6/15,Sunday,9,September,2015,1,66,New York Yankees,Tampa Bay Rays,W 6-4,35299,84,Clear,Day,NO
15,9/7/15,Monday,9,September,2015,1,67,New York Yankees,Baltimore Orioles,W 8-6,31039,86,Clear,Day,NO
14,9/8/15,Tuesday,9,September,2015,1,68,New York Yankees,Baltimore Orioles,L 1-2,30785,86,Rain,Night,NO
13,9/9/15,Wednesday,9,September,2015,1,69,New York Yankees,Baltimore Orioles,L 3-5,30038,81,Cloudy,Night,NO
12,9/11/15,Friday,9,September,2015,1,70,New York Yankees,Toronto Blue Jays,L 5-11,40220,80,Cloudy,Night,NO
11,9/12/15,Saturday,9,September,2015,1,71,New York Yankees,Toronto Blue Jays,L 5-9,45777,77,Cloudy,Day,NO
10,9/12/15,Saturday,9,September,2015,2,72,New York Yankees,Toronto Blue Jays,L 7-10,46278,74,Cloudy,Day,NO
9,9/13/15,Sunday,9,September,2015,1,73,New York Yankees,Toronto Blue Jays,W 5-0,39127,77,Cloudy,Day,NO
8,9/24/15,Thursday,9,September,2015,1,74,New York Yankees,Chicago White Sox,W 3-2,35132,74,Rain,Night,NO
7,9/25/15,Friday,9,September,2015,1,75,New York Yankees,Chicago White Sox,L 2-5,37316,69,Cloudy,Night,NO
6,9/26/15,Saturday,9,September,2015,1,76,New York Yankees,Chicago White Sox,W 2-1,39134,66,Cloudy,Day,NO
5,9/27/15,Sunday,9,September,2015,1,77,New York Yankees,Chicago White Sox,W 6-1,38690,65,Cloudy,Day,NO
4,9/28/15,Monday,9,September,2015,1,78,New York Yankees,Boston Red Sox,L 1-5,39476,75,Cloudy,Night,NO
3,9/29/15,Tuesday,9,September,2015,1,79,New York Yankees,Boston Red Sox,L 4-10,38512,75,Cloudy,Night,NO
2,9/30/15,Wednesday,9,September,2015,1,80,New York Yankees,Boston Red Sox,L 5-9,39328,67,Cloudy,Night,NO
1,10/1/15,Thursday,10,October,2015,1,81,New York Yankees,Boston Red Sox,W 4-1,40033,60,Rain,Night,NO
