"author","channel","content_sentiment_polarity","content_subjectivity","id","n_tokens_content","n_tokens_title","num_hrefs","num_imgs","num_keywords","num_self_hrefs","num_videos","post_date","shares","timedelta","title_sentiment_polarity","title_subjectivity","type"
"Alex Arbuckle","World",0.228285714285714,0.376793650793651,"56c238e797b2f8124b001531",160,14,80,71,8,12,0,"2016-02-15T20:45:23+00:00",12379,9,0.05,0.525,"hot"
"Heather Dockray","Watercooler",0.12518115942029,0.486473429951691,"56c2862597b2f82210000018",196,12,93,0,7,1,1,"2016-02-16T02:10:03+00:00",2500,8,0.3,0.5,"hot"
"Josh Dickey","Entertainment",-0.021875,0.490625,"56c284f8b589e47a0d000001",171,11,89,1,5,0,1,"2016-02-16T01:25:33+00:00",2800,8,0.15,0.45,"hot"
"Max Knoblauch","Watercooler",0.0466156462585034,0.454319727891156,"56bd0ecf97b2f848920000eb",338,13,93,0,8,1,0,"2016-02-11T22:44:13+00:00",2100,12,-0.875,1,"hot"
"Proma Khosla","Entertainment",0.155875721500721,0.538004298941799,"56bcf741b05f9d460f000008",407,13,110,2,8,4,0,"2016-02-11T21:03:38+00:00",822,13,-0.281818181818182,0.560606060606061,"rising"
"Johnny Lieu","Watercooler",0.162037037037037,0.390277777777778,"56c3ecb997b2f8207300014d",349,12,97,0,6,1,0,"2016-02-17T03:44:43+00:00",1300,7,0.25,0.333333333333333,"hot"
"Proma Khosla","Entertainment",0.379087301587301,0.325873015873016,"56bcbd4897b2f866df0007c8",255,12,92,0,10,1,0,"2016-02-11T16:56:20+00:00",560,13,0,1,"rising"
"Armand Valdes","World",0.2,0.2,"56c5c051b05f9d6e7100068d",51,14,85,0,8,0,1,"2016-02-18T13:00:00+00:00",1100,6,0,0.1,"rising"
"Jonathan Keshishoglou","Watercooler",0.121067821067821,0.387157287157287,"56b9c6e112d2cd4301000484",110,13,96,0,8,8,1,"2016-02-09T11:00:47+00:00",853,15,-0.39,0.52,"new"
"Sarah Spigelman Richter","Lifestyle",0.0305555555555556,0.269444444444444,"56cc7b7012d2cd3f68000004",111,9,88,1,8,1,1,"2016-02-23T15:31:31+00:00",850,1,0,0,"new"
"Colin  Daileda","World",0.0548678751803752,0.50210588023088,"56bffb5f97b2f8124b000a78",211,10,94,0,8,1,0,"2016-02-14T03:58:14+00:00",998,10,0,0,"rising"
"Alisa Stern","Watercooler",0.0785714285714286,0.296428571428571,"56c85541b05f9d3f1b000001",57,15,85,0,10,0,1,"2016-02-20T12:00:00+00:00",1100,4,0.1,0.1,"rising"
"Nicole Gallucci","Watercooler",0.227267115600449,0.582413019079686,"56c5fe13b589e46e30000889",121,10,99,0,7,9,1,"2016-02-18T17:23:17+00:00",554,6,0.5,1,"new"
"Tim Chester","Entertainment",0.341666666666667,0.747222222222222,"56c59f02b589e46e30000640",229,10,100,0,8,1,1,"2016-02-18T10:37:47+00:00",4300,6,0.0293650793650793,0.394444444444444,"hot"
"Miriam Kramer","World",0.11097159643078,0.534276069735253,"56ccfdc097b2f86c1d000005",450,13,90,1,5,2,0,"2016-02-24T00:47:40+00:00",618,0,-0.0833333333333333,0.716666666666667,"new"
"Tyler Essary","Watercooler",0.255844155844156,0.457575757575758,"56c3622c97b2f808090007df",101,15,88,24,8,2,0,"2016-02-16T17:53:28+00:00",767,8,0.125,0.625,"new"
"Blathnaid Healy","World",0.092037037037037,0.496851851851852,"56cc3937b589e45a880005f1",332,13,93,0,9,4,0,"2016-02-23T10:49:05+00:00",548,1,0,0,"new"
"Andrea Romano","Watercooler",0.0306666666666667,0.338222222222222,"56cc6d2412d2cd276f000575",180,13,92,4,7,1,0,"2016-02-23T14:30:33+00:00",799,1,0,0,"rising"
"Liza Hearon","Entertainment",0.142536855036855,0.460408135408135,"56bf3c4797b2f8124b00062e",499,10,106,1,9,3,0,"2016-02-13T14:22:14+00:00",734,11,0,0,"new"
"Emily Cahn","World",0.197648148148148,0.516555555555556,"56cd3a3297b2f860bb0000f7",563,10,97,1,5,2,0,"2016-02-24T05:05:35+00:00",930,0,0.616666666666667,0.616666666666667,"rising"
"Alicia Tan","Lifestyle",0.260130385487528,0.430770975056689,"56bd9b8512d2cd6f8f000184",485,12,99,0,9,1,1,"2016-02-12T08:44:34+00:00",889,12,0.2,1,"rising"
"Kelly Diamond","Lifestyle",0.212967532467532,0.575518759018759,"56bcb5f6b589e44191000892",405,13,105,1,9,2,1,"2016-02-11T16:25:17+00:00",4900,13,-0.05,0.15,"hot"
"Nick Jaynes","Tech",0.143161904761905,0.407980952380952,"56bb721112d2cd06c3000860",301,10,90,3,6,2,0,"2016-02-10T17:23:10+00:00",419,14,0.5,0.5,"new"
"Sam Laird","Entertainment",-0.106375568875569,0.456576756576757,"56c4090197b2f82073000262",170,9,90,0,5,3,25,"2016-02-17T05:45:31+00:00",1200,7,-0.5,1,"rising"
"Jenni Ryall","Entertainment",0.0898925148925149,0.460042735042735,"56ccfc58b05f9d20e7000007",539,11,96,1,6,1,0,"2016-02-24T00:41:42+00:00",722,0,-0.177777777777778,0.144444444444444,"rising"
"Juana Summers","World",0.0843281024531024,0.466497113997114,"56bbbf5fb05f9d19820001c0",462,12,91,1,7,2,0,"2016-02-10T22:52:58+00:00",921,13,0.2,0.5,"new"
"Sonam Joshi","Business",0.149588744588745,0.483589466089466,"56c706ccb589e45fe500001f",397,14,95,0,6,1,0,"2016-02-19T12:12:58+00:00",858,5,0.2,0.4,"rising"
"Colin  Daileda","World",0.135897435897436,0.466666666666667,"56be2daa97b2f84c2e0006fd",273,13,96,0,7,1,0,"2016-02-12T19:08:13+00:00",1100,12,0.35,0.55,"rising"
"Stan Schroeder","Tech",0.145953654188948,0.450059009617833,"56c9b4d312d2cd2b4c00063b",564,12,93,4,7,2,0,"2016-02-21T13:00:00+00:00",1100,3,0,0,"rising"
"Jon Lynn","Lifestyle",0.325,0.325,"56c88db2b589e4791a000116",56,13,86,0,10,0,1,"2016-02-20T16:00:41+00:00",840,4,0.05,0.8875,"new"
"Jonathan Keshishoglou","Watercooler",0.274123247783962,0.485054627911771,"56c63a3812d2cd1d1a0005e2",294,11,97,0,5,1,0,"2016-02-18T21:40:02+00:00",719,5,0,0,"rising"
"Nick Jaynes","Tech",0.17226911976912,0.492514129389129,"56bce29db589e441910009f4",294,12,91,1,6,4,0,"2016-02-11T19:35:53+00:00",2400,13,0.5,0.6,"hot"
"Samantha Murphy Kelly","Tech",0.202506110669376,0.469207379921665,"56bf80fd97b2f8124b000784",597,11,92,3,7,2,1,"2016-02-13T19:15:51+00:00",2800,11,0.214285714285714,0.642857142857143,"hot"
"Kelly Diamond","Watercooler",0.0375525210084034,0.534768907563025,"56bcdb2797b2f866df000a8f",460,9,140,0,7,1,0,"2016-02-11T19:04:04+00:00",802,13,0.1,0.7,"new"
"Chris Grasinger","Watercooler",0.15,0.55,"56c383da12d2cd21df0005b2",33,8,86,0,10,0,1,"2016-02-16T20:17:15+00:00",303,8,0,0,"new"
"Alisa Stern","Watercooler",-0.145833333333333,0.270833333333333,"56c09d89b589e44268000d8c",30,13,85,0,10,0,1,"2016-02-14T15:30:11+00:00",882,10,-0.0625,0.1875,"rising"
"Mashable Studios","Watercooler",0.210316859066859,0.553917748917749,"56bdd77312d2cd6f8f0002a9",197,9,99,0,9,8,1,"2016-02-12T13:00:35+00:00",12600,12,0,0,"hot"
"Juana Summers","World",0.037465564738292,0.411248852157943,"56bfbcf197b2f8124b0008d6",486,13,90,0,7,1,0,"2016-02-13T23:31:41+00:00",1600,10,0.0208333333333333,0.520833333333333,"hot"
"The Associated Press","World",0.1,0.197916666666667,"56cbbf2fb589e45a88000473",521,10,99,0,6,1,2,"2016-02-23T02:08:32+00:00",977,1,0,0,"rising"
"Samantha Murphy Kelly","Tech",0.16955747955748,0.494992303992304,"56bfadb7b05f9d659900076f",404,10,95,2,10,4,1,"2016-02-13T22:26:47+00:00",1200,10,0.136363636363636,0.454545454545455,"hot"
"Andrea Romano","Watercooler",0.0619882498453927,0.480459699031128,"56cb4520b05f9d274f000001",531,11,94,0,5,1,2,"2016-02-22T17:27:39+00:00",1000,2,0,0,"new"
"Adario Strange","Tech",0.17370670995671,0.578677248677249,"56c15a9cb589e442680011ef",174,13,97,1,5,8,1,"2016-02-15T04:56:49+00:00",1600,9,0.5,1,"rising"
"Christopher Miller","World",0.0158658008658009,0.39547619047619,"56c4c3a2b589e43e6c0007b3",456,12,92,2,6,1,0,"2016-02-17T19:01:34+00:00",1000,7,-0.5,1,"new"
"Kellen Beck","Tech",0.106358225108225,0.366829004329004,"56c38259b589e47f36000758",327,11,95,0,7,3,0,"2016-02-16T20:11:00+00:00",2400,8,-0.0125,0.3875,"hot"
"Stan Schroeder","Tech",-0.0636363636363636,0.280194805194805,"56bb14acb05f9d266e000175",229,10,97,0,4,3,0,"2016-02-10T10:44:58+00:00",501,14,0,0,"rising"
"Yohana Desta","Entertainment",0.281089917027417,0.411572871572871,"56ba039197b2f871800007ae",217,8,97,0,6,1,0,"2016-02-09T15:19:18+00:00",410,15,0,0,"rising"
"Neha Prakash","Watercooler",-0.0615555555555556,0.552666666666667,"56bc99c697b2f866df000623",118,11,98,0,8,8,1,"2016-02-11T14:24:45+00:00",3800,13,-0.5,1,"hot"
"Sandra Gonzalez","Entertainment",0.0119836811128946,0.429764579989299,"56ca82e297b2f879950007ee",1174,12,90,3,8,1,0,"2016-02-22T03:39:08+00:00",515,2,0.7,0.6,"new"
"Megan Specia","World",0.0768905991128213,0.497258297258297,"56c786c497b2f86ca00002ad",505,9,99,0,9,5,1,"2016-02-19T21:18:32+00:00",2400,5,0,0,"hot"
"Sandra Gonzalez","Entertainment",0.214512471655329,0.387528344671202,"56bbc628b589e441910001e0",225,8,96,15,7,2,0,"2016-02-10T23:22:07+00:00",2800,13,0,0,"hot"
"Brittany Levine Beckman","World",0.0724618635332921,0.398334750566894,"56bc122b97b2f866df000516",871,11,98,0,5,2,2,"2016-02-11T04:46:22+00:00",1300,13,-0.333333333333333,0.5,"rising"
"Heather Dockray","Watercooler",-0.286631313131313,0.604914141414141,"56ba324cb589e45920000041",184,8,102,0,9,8,1,"2016-02-09T18:38:23+00:00",457,15,0,0,"new"
"Jonathan Keshishoglou","Watercooler",-0.01734375,0.3978125,"56c4db3897b2f85437000030",130,12,97,0,7,8,1,"2016-02-17T20:42:14+00:00",636,7,0.30625,0.75,"new"
"The Associated Press","World",0.0710042735042735,0.417457264957265,"56c882e7b589e4791a0000f7",374,11,93,1,6,1,0,"2016-02-20T15:14:31+00:00",920,4,0,0,"new"
"Liza Hearon","World",-0.00922459893048128,0.398774509803922,"56bcb07cb589e44191000848",486,13,103,0,5,2,0,"2016-02-11T16:01:45+00:00",494,13,0.2,0.2,"new"
"The Associated Press","World",-0.00266122766122766,0.440292346542347,"56bbc661b589e441910001e6",906,10,98,1,7,3,1,"2016-02-10T23:22:43+00:00",973,13,0,0,"new"
"Stan Schroeder","Tech",0.0588057594579334,0.539207603990213,"56c43b7c12d2cd28b90004d0",1549,11,94,0,6,4,0,"2016-02-17T09:20:44+00:00",2200,7,-0.6,0.9,"hot"
"Karissa Bell","Tech",0.199132349132349,0.474010896510896,"56bb426fb05f9d266e0001cc",788,13,120,13,7,14,3,"2016-02-10T14:00:07+00:00",6500,14,0.136363636363636,0.454545454545455,"hot"
"Kellen Beck","Tech",0.274805194805195,0.493279220779221,"56c0a76512d2cd6bae000a15",208,10,107,10,10,6,0,"2016-02-14T16:12:01+00:00",2000,10,0.4,0.95,"hot"
"Rachel Thompson","Lifestyle",0.315865766178266,0.599017475579976,"56bb569d12d2cd06c30006ca",260,14,93,2,10,1,0,"2016-02-10T15:26:00+00:00",636,14,0,0,"rising"
"Brian Koerber","Watercooler",0.328383838383838,0.661010101010101,"56c6199c12d2cd1d1a000587",252,9,91,1,5,1,0,"2016-02-18T19:20:40+00:00",1300,6,0.2,0.1,"hot"
"Marcus Gilmer","Watercooler",0.132855339105339,0.436185837971552,"56ccf9e412d2cd389c000014",555,15,100,3,5,1,0,"2016-02-24T00:31:18+00:00",2800,0,0.6,0.9,"hot"
"Katie Dupere","Business",0.256958237840591,0.528376198964434,"56bb75a612d2cd06c3000887",464,11,96,0,9,3,1,"2016-02-10T17:38:31+00:00",1500,14,0.5,0.5,"hot"
"Katie Dupere","World",0.171416666666667,0.502068722943723,"56c37a5cb05f9d438f000767",553,13,95,3,7,1,0,"2016-02-16T19:36:24+00:00",1500,8,0,0,"hot"
"Jon Lynn","Lifestyle",0.357142857142857,0.771428571428571,"56c9d12197b2f87995000484",23,12,86,0,10,0,1,"2016-02-21T15:00:35+00:00",1200,3,0.214285714285714,0.642857142857143,"rising"
"The Associated Press","World",0.118827160493827,0.459247388414055,"56be08dc97b2f84c2e00062f",793,10,90,2,8,0,1,"2016-02-12T16:31:10+00:00",2400,12,0,0,"hot"
"Chelsea Frisbie","Lifestyle",0.127114646464646,0.5798556998557,"56c5dc71b05f9d6e710006de",451,11,98,7,5,7,0,"2016-02-18T15:00:00+00:00",766,6,0,0,"new"
"Rachel Thompson","World",0.208838383838384,0.581996191422421,"56bc74a2b05f9d19820004d1",829,12,102,0,10,1,0,"2016-02-11T11:45:39+00:00",1100,13,0.5,0.833333333333333,"new"
"Ryan Creamer","Watercooler",-0.0733333333333333,0.381666666666667,"56cb599897b2f80a8c0001ae",100,9,95,0,6,8,2,"2016-02-22T18:55:13+00:00",888,2,0.2,0.2,"new"
"Ariel Bogle","World",0.280582479850773,0.64397458909654,"56bbe5b897b2f866df00029a",852,12,146,0,6,1,2,"2016-02-11T01:36:23+00:00",1500,13,0,0.1,"hot"
"Nick Jaynes","Tech",0.216313131313131,0.603636363636364,"56c4ebf812d2cd1d1a000128",193,16,94,0,7,1,0,"2016-02-17T21:53:47+00:00",1500,6,0,0,"hot"
"Megan Specia","World",0.0831182029352761,0.400537166085947,"56bcdc45b05f9d19820007e3",1184,7,102,0,6,2,2,"2016-02-11T19:08:52+00:00",401,13,0,1,"new"
"Proma Khosla","Entertainment",-0.166538461538462,0.451794871794872,"56bccc3712d2cd5b6f0005fa",192,14,99,0,10,9,1,"2016-02-11T18:00:08+00:00",366,13,0.25,0.575,"new"
"Nicole Gallucci","Watercooler",0.304027777777778,0.484603174603175,"56bcde3512d2cd5b6f000657",151,10,93,0,9,1,0,"2016-02-11T19:16:57+00:00",400,13,-0.6,1,"new"
"Brian Koerber","Watercooler",0.5375,0.735714285714286,"56c71374b05f9d1ebc000019",182,7,97,2,6,2,0,"2016-02-19T13:06:08+00:00",921,5,1,1,"rising"
"Ryan Creamer","Social Media",0.12625,0.455,"56cce0f812d2cd2768000002",195,17,101,0,4,1,0,"2016-02-23T22:45:02+00:00",1000,0,0,0,"rising"
"Davina Merchant","Watercooler",0.234115884115884,0.383023643023643,"56c1c33797b2f8124b0012ee",193,11,92,0,7,1,0,"2016-02-15T12:22:53+00:00",1100,9,0,0,"rising"
"Andrea Romano","Watercooler",-0.0528888888888889,0.481222222222222,"56bf684db05f9d6599000632",115,14,98,0,9,8,1,"2016-02-13T17:30:37+00:00",1700,11,0.255555555555556,0.5,"hot"
"Colin  Daileda","World",0.102729154903068,0.525470543948805,"56ca3c0c97b2f87995000796",361,14,95,0,8,1,0,"2016-02-21T22:36:48+00:00",1600,2,0.136363636363636,0.454545454545455,"rising"
"Seth Fiegerman","Business",0.103095238095238,0.333809523809524,"56bca6dc97b2f866df000759",357,12,92,0,2,3,0,"2016-02-11T15:20:56+00:00",2300,13,-0.143434343434343,0.507070707070707,"hot"
"Kate Sommers-Dawes","Entertainment",-0.0184752578045261,0.542582767277889,"56cb092012d2cd1705000024",1308,14,95,1,4,1,1,"2016-02-22T13:11:55+00:00",962,2,0,0,"rising"
"Johnny Simon","Watercooler",0.00237373737373737,0.460505050505051,"56c1e347b05f9d659900146a",80,9,97,9,10,4,0,"2016-02-15T14:40:01+00:00",1000,9,0,0,"new"
"Tyler Essary","Watercooler",0,1,"56c4f1bbb589e46e3000016d",34,10,88,9,7,0,0,"2016-02-17T22:18:18+00:00",721,6,-0.125,1,"new"
"Colin  Daileda","World",0.177662337662338,0.374588744588745,"56b90b5c97b2f8258c000180",219,12,101,0,9,3,0,"2016-02-08T21:40:23+00:00",613,15,-0.075,0.05,"new"
"Nicole Gallucci","Watercooler",-0.0361111111111111,0.722222222222222,"56bce15897b2f866df000ace",108,10,109,18,8,2,1,"2016-02-11T19:30:10+00:00",420,13,0,0.4,"new"
"Lance Ulanoff","Tech",0.0517207040644541,0.379034391534392,"56ca095997b2f8799500063f",524,8,94,0,9,2,0,"2016-02-21T19:00:40+00:00",7300,3,0,1,"hot"
"Chloe Schneider","Lifestyle",0.0469949494949495,0.404856640943597,"56ba275d97b2f846710001d7",1020,10,102,1,10,2,0,"2016-02-09T17:52:09+00:00",4700,15,-0.266666666666667,0.75,"rising"
"Andrea Romano","Watercooler",0.151017316017316,0.508672248803828,"56c0af3697b2f8124b000d6a",1112,10,106,10,9,2,0,"2016-02-14T16:45:19+00:00",2100,10,0.363636363636364,0.572727272727273,"hot"
"Adario Strange","Tech",0.174753086419753,0.51537037037037,"56bb72c2b589e41218000649",352,8,92,1,7,2,0,"2016-02-10T17:26:19+00:00",557,14,0,0,"new"
"David Yi","Lifestyle",0.0825624667729931,0.437293992557151,"56c00ef897b2f8124b000b83",610,9,97,1,5,1,0,"2016-02-14T05:21:03+00:00",1900,10,-0.1,0.2,"hot"
"Heather Dockray","Watercooler",0.065,0.476574074074074,"56c2632097b2f87007000001",292,10,95,0,9,1,1,"2016-02-15T23:25:19+00:00",1700,8,0.5,0.6,"hot"
"Tricia Gilbride","Entertainment",0.245123966942149,0.558595041322314,"56c631fcb589e46e30000afd",96,13,95,0,5,8,1,"2016-02-18T21:04:14+00:00",938,6,0.6,0.6,"new"
"Mashable Studios","Watercooler",0.1353891184573,0.47495867768595,"56c72e0697b2f80254000184",200,12,103,0,10,8,1,"2016-02-19T15:00:16+00:00",1500,5,0.5,0.6,"new"
"Lance Ulanoff","Tech",0.0796572871572871,0.419125953411668,"56bb5eb8b05f9d266e0004a6",658,6,88,4,6,0,0,"2016-02-10T16:00:42+00:00",2600,14,0.2,0.1,"rising"
"Tricia Gilbride","Watercooler",-0.0367857142857143,0.523690476190476,"56be46a2b05f9d26a70006c7",151,11,102,0,10,10,1,"2016-02-12T20:54:49+00:00",554,12,-0.333333333333333,0.716666666666667,"new"
"Cameron Joseph","World",0.0253083721833722,0.462067793317793,"56bb717db589e41218000642",538,6,94,0,7,3,0,"2016-02-10T17:20:49+00:00",1000,14,0,0,"rising"
"Olivia Niland","World",-0.0107692307692308,0.668461538461539,"56beba45b589e442680002db",189,15,98,0,8,9,1,"2016-02-13T05:08:00+00:00",1700,11,0.0666666666666667,0.594444444444444,"hot"
"Laura Vitto","Watercooler",0.0590625,0.51125,"56cc0e9497b2f80a8c000838",90,11,97,0,7,8,0,"2016-02-23T07:47:21+00:00",2300,1,-0.1875,0.5,"hot"
"Karissa Bell","Tech",0.121088968502762,0.333583370652336,"56cb3e9312d2cd17050001a4",346,13,92,1,6,2,1,"2016-02-22T17:00:02+00:00",3000,2,0,0,"hot"
"Adam Rosenberg","Entertainment",0.190774385189279,0.528991664364005,"56c35ec1b589e47f36000664",527,14,96,0,6,2,0,"2016-02-16T17:39:13+00:00",444,8,0.136363636363636,0.454545454545455,"new"
"Tim Chester","Entertainment",0.108068181818182,0.240227272727273,"56c5e73812d2cd1d1a00046c",218,13,96,0,7,1,0,"2016-02-18T15:45:59+00:00",532,6,0.375,0.75,"new"
"Sarah Spigelman Richter","Lifestyle",0.3,0.571428571428571,"56c4d8c0b589e46e3000001b",133,5,89,0,4,1,1,"2016-02-17T20:31:57+00:00",7600,7,-0.4,0.4,"hot"
"Alex Arbuckle","World",0.106833333333333,0.426,"56c15202b589e442680011e7",415,11,21,28,9,12,0,"2016-02-15T04:20:07+00:00",1159,9,0.6,1,"rising"
"Proma Khosla","Entertainment",0.0537758537758538,0.641642616642617,"56b9ffaab589e477ec000725",150,9,91,0,10,1,1,"2016-02-09T15:02:50+00:00",396,15,0,0,"rising"
"Chris Grasinger","World",0.236805555555556,0.471527777777778,"56ba62dc97b2f83f7c000064",59,10,86,0,9,0,1,"2016-02-09T22:05:59+00:00",992,14,0.325,0.975,"new"
"Saba Hamedy","Entertainment",0.190895863395863,0.371760461760462,"56b8e30a97b2f8258c000028",622,13,100,0,10,1,1,"2016-02-08T18:48:15+00:00",422,16,0,0,"new"
"Johnny Lieu","Watercooler",0.0445833333333333,0.474166666666667,"56bacc16b589e41218000240",141,10,99,0,8,8,0,"2016-02-10T05:35:03+00:00",1300,14,-1,1,"hot"
"Hillary Busis","Entertainment",0.0713995448995449,0.442141691641692,"56cbbd98b05f9d274f0002fe",673,17,133,9,10,1,0,"2016-02-23T02:01:39+00:00",878,1,1,0.3,"hot"
"Jon Lynn","Tech",0,0.725,"56c4dadc97b2f85437000028",41,15,86,0,10,0,1,"2016-02-17T20:40:43+00:00",526,7,-0.3,0.5,"new"
"Neha Prakash","Watercooler",0.084375,0.498611111111111,"56cb36d4b05f9d2de60001e8",172,10,91,0,4,2,0,"2016-02-22T16:26:50+00:00",935,2,0,0,"rising"
"The Associated Press","World",-0.0704545454545455,0.373484848484848,"56ba0cb9b05f9d1af1000005",225,13,89,16,7,2,0,"2016-02-09T15:58:03+00:00",640,15,0.136363636363636,0.454545454545455,"new"
"Rajat Agrawal","Tech",0.13601770253556,0.493030592918986,"56ba3375b589e4592000004e",1286,10,106,1,9,7,0,"2016-02-09T18:44:04+00:00",1400,15,0.4,0.8,"rising"
"Kellen Beck","Tech",-0.0698484848484849,0.460227272727273,"56baa4c8b589e412180001b7",295,7,97,1,8,1,0,"2016-02-10T02:47:09+00:00",1600,14,-0.4,0.4,"hot"
"Neha Prakash","Watercooler",0.0924576648841355,0.441198752228164,"56cb248c97b2f80bba000390",368,15,106,2,4,1,1,"2016-02-22T15:07:58+00:00",1000,2,0.0454545454545454,0.818181818181818,"rising"
"Sam Laird","Entertainment",0.0334967320261438,0.519444444444445,"56c66e74b589e46e30000ddf",213,9,97,0,4,2,25,"2016-02-19T01:22:16+00:00",935,5,0,0,"rising"
"Tricia Gilbride","Entertainment",0.0765,0.452666666666667,"56bdf3f697b2f84c2e00058f",180,12,103,0,10,8,1,"2016-02-12T15:02:00+00:00",552,12,0,0,"new"
"Adario Strange","Tech",-0.00287247474747475,0.379545454545455,"56cb914cb589e45a880002c1",268,9,94,0,7,4,0,"2016-02-22T22:52:37+00:00",1100,1,0,0,"rising"
"Chris Taylor","Entertainment",-0.10719696969697,0.526893939393939,"56bd4c9097b2f84c2e0001a0",168,7,88,7,4,1,0,"2016-02-12T03:07:51+00:00",759,12,-0.625,1,"rising"
"Neha Prakash","Watercooler",0.10625,0.490972222222222,"56c2b0a5b589e47f36000177",149,10,96,0,9,1,1,"2016-02-16T05:16:01+00:00",3100,8,-1,1,"hot"
"Tim Chester","World",0.0291245791245791,0.508501683501683,"56cc3a83b589e45a880005f7",538,9,101,1,5,3,2,"2016-02-23T10:54:51+00:00",1100,1,0.1,0.516666666666667,"rising"
"Max Knoblauch","Watercooler",0.0782077922077922,0.363025974025974,"56cc5d7012d2cd276f00054c",195,12,95,0,4,1,0,"2016-02-23T13:23:01+00:00",2500,1,0.2,0.3,"hot"
"Davina Merchant","Entertainment",0.302559288537549,0.629714536671058,"56c72660b05f9d1ebc00003a",171,13,100,0,10,9,1,"2016-02-19T14:27:30+00:00",1300,5,0.268181818181818,0.727272727272727,"rising"
"Nicole Herviou","Entertainment",0.176963161021985,0.508668364315423,"56ccb00712d2cd3f680002af",997,11,108,4,7,2,0,"2016-02-23T19:16:14+00:00",979,1,0.3,0.8,"rising"
"Adario Strange","Tech",0.126883116883117,0.280896103896104,"56c5bcf497b2f8543700066a",348,12,96,1,10,2,1,"2016-02-18T12:45:33+00:00",1300,6,0,0.0333333333333333,"rising"
"Yohana Desta","Entertainment",0.125357744107744,0.397250280583614,"56bcb36112d2cd5b6f00057e",775,14,106,3,8,4,2,"2016-02-11T16:14:05+00:00",699,13,0.4,0.55,"rising"
"Marcus Gilmer","Entertainment",0.212933684672815,0.413896731288036,"56cab9d997b2f8799500091f",371,5,97,0,7,5,0,"2016-02-22T07:33:35+00:00",3300,2,0,0,"hot"
"Sandra Gonzalez","Entertainment",0.0398558758314856,0.421470805617147,"56bcb7fa12d2cd5b6f00058f",438,16,95,1,9,3,0,"2016-02-11T16:33:43+00:00",759,13,-0.05,0.1,"rising"
"Ryan Creamer","Watercooler",-0.166666666666667,0.619047619047619,"56c656f197b2f85437000c01",65,14,92,1,9,1,0,"2016-02-18T23:42:28+00:00",1700,5,0.266666666666667,0.45,"hot"
"Brian Koerber","Watercooler",0.0186777777777778,0.408155555555556,"56c4086412d2cd28b90003aa",394,11,101,2,5,9,0,"2016-02-17T05:42:48+00:00",2200,7,0.278571428571429,0.385714285714286,"hot"
"Ryan Creamer","Watercooler",0.041875,0.4675,"56bcceb7b589e441910008ff",96,7,96,0,5,8,1,"2016-02-11T18:10:48+00:00",864,13,0,0,"rising"
"Juana Summers","World",0.0507487667371388,0.38053206483439,"56cd151f12d2cd566f000002",509,11,92,0,6,1,0,"2016-02-24T02:27:34+00:00",1200,0,0.3,1,"rising"
"Chelsea Frisbie","Lifestyle",0.269191919191919,0.494949494949495,"56bdf1d612d2cd6f8f0002e6",417,10,99,6,8,1,0,"2016-02-12T14:53:07+00:00",859,12,0.357142857142857,0.571428571428571,"rising"
"Ryan Creamer","Entertainment",0.045,0.31125,"56c34ab897b2f80809000657",82,13,98,0,9,8,1,"2016-02-16T16:13:40+00:00",389,8,0.0681818181818182,0.277272727272727,"new"
"John Rampton","Business",0.16676242497138,0.468591804132849,"56cc4d80b589e45a880006ff",1338,10,112,4,10,3,0,"2016-02-23T12:15:48+00:00",1700,1,0,0.3,"hot"
"Andrea Romano","Watercooler",0.0220779220779221,0.531093906093906,"56bcdc92b589e4419100099c",276,10,95,5,8,1,0,"2016-02-11T19:10:07+00:00",367,13,-1,1,"new"
